0.0 -0.9999984383537864 8.790749384190887e-07
0.01 -0.9999973696289604 1.425290988445496e-05
0.1 -1.000002516221559 0.0014564580555737915
0.3 -0.9986714803358773 0.012720914502835863
0.5 -0.9965858950832377 0.03359622413281197
0.8 -0.9987864270999759 0.09516138964482854
1.0 -1.0030584067357073 0.1539270988940263
1.2 -0.7980953476168178 0.4453523640736539
1.5 -0.524302313423825 0.6296082666585658
1.8 -0.4228504350199366 0.6337019222892379
2.0 -0.2638784217978531 0.6133932634411717
2.5 -0.055816695846557865 0.47817949007620114
3.0 0.0056247086072169 0.36733340607961856
4.0 0.04668206013068123 0.31023290789189256
5.0 -0.040363018549556186 0.18997030031163017
