0.0 0.0 0.0 0.0
0.01 -0.024232859945193995 0.2529634776122819 0.29032825798234396
0.1 0.010540268400547396 0.21768785121385695 0.2646568384513168
0.3 0.011149397204678124 0.2528040688976536 0.3081022439737576
0.5 -0.03354647276900422 0.20703527735733035 0.25530827492195296
0.8 -0.0002644944199046897 0.11874433338363227 0.16982871605329702
1.0 0.009285378958863586 0.0875488447649552 0.12317042814118219
1.2 -0.007871379821068945 0.06274125857991504 0.08924697476096298
1.5 0.00594569048358626 0.06140184582972945 0.09346412140199066
1.8 0.0023143481952172043 0.03263571013192952 0.057061445722353846
2.0 -0.011987591887868706 0.04678721018631837 0.07649214304175345
2.5 -0.002691398671390905 0.016075240959264294 0.033628098632842975
3.0 -1.9547364761015413e-05 0.011838539239821592 0.0229997328511212
4.0 0.0001760956776651002 0.0029076710959514617 0.004617493866089125
5.0 0.0003585847399035884 0.002782830950366775 0.006158678568688483
