0.01 0.9999969287041134 9.923820626019181e-06
0.1 1.0000509695768776 0.0011675649337421067
0.3 1.0000191675597627 0.009320429688052294
0.5 0.9975812383178411 0.023715720524067382
0.8 0.9997896420210343 0.08358918767704364
1.0 1.0034447518713796 0.08252918532853108
1.2 0.9190364897141559 0.28177667758298697
1.5 0.8186779732722032 0.48723838194888913
1.8 0.47853665773708276 0.5204433227009667
2.0 0.3343800109419931 0.6731145272775421
2.5 0.1503866751173645 0.5984214480251215
3.0 0.041358124817398326 0.5450910060970663
4.0 0.09076240342197785 0.38708127326497577
5.0 0.019812909286408595 0.3617602346819389
