0.01 3.322209738108255e-19 8.427937385808602e-18 6.052722007066164e-18
0.1 -2.5853041816853993e-18 4.164978693025509e-17 3.6557612747715946e-17
0.3 1.2056807586857719e-17 6.156919253441764e-17 3.7252939470342286e-17
0.5 -6.7761928089698905e-18 1.1437250468411965e-16 8.24950777372134e-17
0.8 1.0242664767329028e-17 8.151330063612056e-17 7.643509771599794e-17
1.0 -4.405062709293003e-18 1.3353786828445345e-16 1.4351252271183388e-16
1.2 -4.328037596679714e-17 1.0388435127288082e-16 1.1481631473136368e-16
1.5 1.1874419551683281e-16 1.8772831787575807e-16 2.5220506534561097e-16
1.8 7.528500872623826e-17 9.63908066882599e-17 9.206390325032928e-17
2.0 1.6508778346549422e-17 4.953929667690791e-17 5.4227316417605583e-17
2.5 -4.6215904686938764e-18 1.816381051640621e-17 2.4777194348634277e-17
3.0 -7.155846161349989e-19 5.439226909957554e-18 7.918126326421864e-18
4.0 -1.275066525379733e-18 5.347622253541362e-18 8.409619197328285e-18
5.0 -5.477597508244967e-19 5.820390971693593e-18 8.429122292793721e-18
