0.0 0.0 0.0 0.0
0.01 2.8236339987587517e-18 1.8948060322590898e-16 1.1139686921055743e-16
0.1 -7.179439177436343e-17 1.2926661445034879e-16 1.0675015504031987e-16
0.3 -8.778959357179121e-19 2.1862052399665264e-16 1.3340251596034046e-16
0.5 3.691501834579594e-17 1.778991758297143e-16 1.8693510486353262e-16
0.8 2.788123707035339e-17 1.6139425279170466e-16 1.6913380135305292e-16
1.0 1.3528514263279362e-17 2.1338584336089112e-16 2.4237518649097076e-16
1.2 -1.1231565726224241e-17 1.5878998440299321e-16 1.3021712435676158e-16
1.5 -1.5685938945041384e-17 1.0894964933265135e-16 1.149834354867124e-16
1.8 -4.4045092100592795e-18 1.1458337762904647e-16 1.1974275917909024e-16
2.0 1.2147370038159451e-17 1.0775336566080612e-16 1.224518560577742e-16
2.5 4.578056870930896e-18 8.797622886852107e-17 8.358198173855079e-17
3.0 -1.292361936482195e-17 7.38405219586239e-17 8.460459673722278e-17
4.0 5.426980949818334e-19 2.794109640491541e-17 3.375590246253178e-17
5.0 -2.4106151755123312e-17 4.434151397836582e-17 5.80842249852197e-17
