-4.306461211527319 (0.00023155357526358293+2.398235469377694e-17j) (-2.5977706018214207e-05+2.093961895547573e-07j) (-2.1320817888380873e-06-3.492605119229677e-07j)
-4.2385504919668024 (0.11218302539642812+5.6712958476800346e-18j) (5.289747498489638e-05+0.00017998973128621182j) (2.085971093766099e-05+5.391926303259313e-05j)
-4.184602004300121 (0.011214316363504687+4.647744675565084e-19j) (0.010798295187672367+0.005662261800734031j) (0.0007281693205031139-0.0014960121705508479j)
-4.109350893185643 (0.044787490880651766+1.2689859109277774e-19j) (0.17736993501485765+0.034876626083972816j) (0.010092130510065536-0.03521170064856535j)
-4.03701136877839 (0.06952695343137086-2.43897484260201e-19j) (0.521148180636258+0.050454309372763295j) (0.02843116300447634-0.034364773811555636j)
-3.965031076863371 (0.079521082371252-9.933862397951421e-20j) (0.9329695808000522+0.0006418439326395377j) (0.037618740335422444-0.012643812025451064j)
-3.8930156718435445 (0.08480956637567043-2.107527494246213e-19j) (1.3885425697802607-0.02089024653341424j) (0.0497548063750213-0.02177708206340458j)
-3.821440793931191 (0.08827049362462748-3.237501079524141e-20j) (1.7877377739419298+0.029730852323169778j) (0.059429164887723984+0.013467723460984252j)
-3.7496381095007374 (0.09087748232942237-1.4291564848894817e-19j) (2.1171727474384703+0.010280616827967545j) (0.10264877140471812+0.02631225357191197j)
-3.6776755494799107 (0.09305799711373548+2.697316528912366e-20j) (2.394941119690164+0.01720569767182558j) (0.12448291188036228+0.015936535394119256j)
-3.6053418715868277 (0.09527904619519739-2.824570865922804e-19j) (2.6894500795833607-0.019302735832682053j) (0.1635272567760528+0.029168319882432816j)
-3.5333759648017207 (0.0971111576742092+2.3528975170692146e-21j) (2.96205181227194-0.03213896137553313j) (0.16387745946443785+0.03976689409977785j)
-3.4625267030328786 (0.09895842061287291-1.6622645808629987e-19j) (3.2490555120284594-0.04638701740144081j) (0.16431434723099278+0.04670483342890553j)
-3.3910944843516795 (0.10075371969815085+9.007106462641888e-21j) (3.500564242759354-0.048113962651951954j) (0.16291558150021077+0.038745633086632376j)
-3.319404329932862 (0.1028323468589263-5.558135429238163e-20j) (3.7323199657796233-0.028662247948565815j) (0.1661788782947589+0.035710727110154786j)
-3.2467504571875994 (0.10505200472053458-1.5808680170760167e-19j) (4.0038136403243545-0.013000881539878072j) (0.19008780979266832+0.01563394694588884j)
-3.173646275584373 (0.1073681008272631-6.353882862637609e-21j) (4.210367500520958-0.02016814884093872j) (0.1768275656427715-0.0020129945081837405j)
-3.101866825639865 (0.10958700907739237-1.6351042318191543e-19j) (4.400766004860337+0.0065624711376608014j) (0.18855301162086494-0.004544445390660546j)
-3.033850760888265 (0.11173102672420547-5.301761301665048e-20j) (4.624958617323335+0.011583372866261592j) (0.20252967966160434+0.0055497170818709285j)
-2.961710255143117 (0.11427379715248641-4.7472068695018825e-20j) (4.740900558842085+0.0040396729976161115j) (0.20274169728425867+0.015799518953364358j)
-2.886114635413898 (0.11695185144793542-2.1315704805337992e-21j) (4.834076408569252-0.01242518934275429j) (0.23561106912955285+0.02190752735262537j)
-2.8175200331014363 (0.11962837106713599+1.112156205864828e-19j) (4.926406782868886-0.005128645167028172j) (0.22135295695052115+0.03264832328423093j)
-2.745814865456615 (0.12261629173000134-3.450122529705441e-20j) (5.0374452950688395-0.013748352987061264j) (0.2038360053813331+0.0178955648698117j)
-2.6733321408659934 (0.1261621764979746-2.5535312215061955e-19j) (5.075431944953004-0.009466660743562833j) (0.20500165546116544+0.007625082072512178j)
-2.604230077241476 (0.1298911336361494-1.3482080756149885e-19j) (5.1573739438747905-0.004860361739388456j) (0.13384829901306616-0.009585394226207373j)
-2.528931075390224 (0.13457382312180965-9.345008867655443e-20j) (5.1020298069729355-0.02803050381024489j) (0.16318970910486877-0.005242864776743678j)
-2.459586887533791 (0.1396103430383304-2.2189713880969116e-19j) (5.110525777570459+0.0064367178778637875j) (0.1121969698931247+0.00801452625175067j)
-2.3858912351523403 (0.1459557940464198-2.5257827816093776e-19j) (4.942119527571253-0.0303058275136431j) (0.15011210637408048+0.01507483962308406j)
-2.315970027407513 (0.15264364303832043-1.962087701235654e-19j) (4.861719750404229-0.011962335044670343j) (0.09894252859450127+0.028189972839359412j)
-2.244206008718776 (0.1600656582556222-2.7781090754416334e-19j) (4.623819348345003-0.022228752341346747j) (0.14642182178024887+0.010600612355265625j)
-2.172776295310942 (0.16697293833274948-2.7084882392648226e-19j) (4.4407377941418-0.03423579415459171j) (0.10994098873957185+0.016288647525436656j)
-2.099896623795866 (0.17175382858855637-8.605708685902838e-20j) (4.15648505861418-0.030897035483389894j) (0.10887063975364758+0.01513145544567369j)
-2.0274056098063595 (0.17173202554574304-1.4372598265143874e-19j) (3.9360904906561958-0.029064839640866844j) (0.10973445107029096+0.00668653983565678j)
-1.955006146447259 (0.16608701807121432-1.702053024770565e-19j) (3.7192273365342308-0.016708105186551254j) (0.0841171886776729+0.00997353793606175j)
-1.8858436001609886 (0.1552520843887263-1.3384553303611208e-19j) (3.554889999759686-0.034487757811432776j) (0.13326601076725098-0.015600986088957207j)
-1.8132511761515786 (0.140337313808905-5.153802013360294e-20j) (3.3854214493602743-0.02125946906376673j) (0.10420851351266347-0.006046232155562886j)
-1.7413085808110917 (0.12449769880588443-8.774214642480567e-20j) (3.2597492191587247-0.0263146349919907j) (0.13217523996242633-0.004501561192397083j)
-1.6695935978854606 (0.10907235427387317-1.712300852563952e-19j) (3.1301960295465485-0.008028153198985623j) (0.1240288737247289-0.027966767068356282j)
-1.5964824980492653 (0.09485641529250738-5.679434865397157e-20j) (2.9905929620531535-0.015006472224201544j) (0.09029131925579775-0.026205547145296756j)
-1.5269637610632747 (0.08244098917126115-9.99633083216886e-20j) (2.8133969202735982-0.017610150046794674j) (0.10902721891175912-0.035731718044291476j)
-1.454246113713931 (0.07056521002579853-1.8377884814309056e-19j) (2.562127044274987-0.014319654560588271j) (0.08954292962262679-0.04230243542218732j)
-1.3806574974284864 (0.059166136109399345-8.736301772297962e-20j) (2.273727248475333-0.018993324896607322j) (0.06800425422544776-0.04280818019999486j)
-1.3119972283906103 (0.048761684420445615-1.3018694828313239e-20j) (1.968373140361309-0.019397962952315013j) (0.06799754157402714-0.04647248693039269j)
-1.2396276059660294 (0.0378685980899485-2.1975253109376485e-19j) (1.5647297216651586-0.02138702732885261j) (0.048990262773291965-0.04167618851657179j)
-1.1652711866485936 (0.027313460761280658-1.2610641609536603e-19j) (1.1950190931831342-0.024153474252304904j) (0.03433334380810654-0.043206965721695766j)
-1.0962799607987037 (0.0194830514982356-5.2426898255807066e-20j) (1.0006978317162654-0.024838153407196785j) (0.030050072787635017-0.042657563716901256j)
